gene	cluster	Family	Short_description
AT5G38130	DD	NA	NA
AT5G38210	DD	NA	NA
AT5G38240	DD	NA	NA
AT5G38340	DD	NA	NA
AT5G38350	DD	NA	NA
AT5G38820	DD	NA	NA
AT5G39000	DD	NA	NA
AT5G39020	DD	NA	NA
AT5G39080	DD	NA	NA
AT5G39090	DD	NA	NA
AT5G39760	DD	ZF-HD	homeobox protein 23
AT5G39860	DD	bHLH	basic helix-loop-helix (bHLH) DNA-binding family protein
AT5G39865	DD	NA	NA
AT5G40090	DD	NA	NA
AT5G40100	DD	NA	NA
AT5G40210	DD	NA	NA
AT5G40400	DD	NA	NA
AT5G40630	DD	NA	NA
AT5G40720	DD	NA	NA
AT5G41040	DD	NA	NA
AT5G41140	DD	NA	NA
AT5G41315	DD	bHLH	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT5G41570	DD	WRKY	WRKY DNA-binding protein 24
AT5G41780	DD	NA	NA
AT5G42100	DD	NA	NA
AT5G42500	DD	NA	NA
AT5G42610	DD	NA	NA
AT5G42830	DD	NA	NA
AT5G42840	DD	NA	NA
AT5G42860	DD	NA	NA
AT5G43030	DD	NA	NA
AT5G43040	DD	NA	NA
AT5G43240	DD	NA	NA
AT5G43530	DD	NA	NA
AT5G43630	DD	NA	NA
AT5G43690	DD	NA	NA
AT5G43760	DD	NA	NA
AT5G43840	DD	HSF	heat shock transcription factor  A6A
AT5G43870	DD	NA	NA
AT5G44390	DD	NA	NA
AT5G44410	DD	NA	NA
AT5G44530	DD	NA	NA
AT5G44680	DD	NA	NA
AT5G45150	DD	NA	NA
AT5G45280	DD	NA	NA
AT5G45460	DD	NA	NA
AT5G45570	DD	NA	NA
AT5G45700	DD	NA	NA
AT5G45720	DD	NA	NA
AT5G45730	DD	NA	NA
AT5G45790	DD	NA	NA
AT5G45800	DD	NA	NA
AT5G46260	DD	NA	NA
AT5G46270	DD	NA	NA
AT5G46440	DD	NA	NA
AT5G46590	DD	NAC	NAC domain containing protein 96
AT5G46830	DD	bHLH	NACL-inducible gene 1
AT5G47360	DD	NA	NA
AT5G47530	DD	NA	NA
AT5G47560	DD	NA	NA
AT5G48090	DD	NA	NA
AT5G48170	DD	NA	NA
AT5G48410	DD	NA	NA
AT5G48490	DD	NA	NA
AT5G48780	DD	NA	NA
AT5G48940	DD	NA	NA
AT5G48980	DD	NA	NA
AT5G49130	DD	NA	NA
AT5G49170	DD	NA	NA
AT5G49215	DD	NA	NA
AT5G49280	DD	NA	NA
AT5G49525	DD	NA	NA
AT5G49665	DD	NA	NA
AT5G50160	DD	NA	NA
AT5G50940	DD	NA	NA
AT5G50950	DD	NA	NA
AT5G51330	DD	NA	NA
AT5G51390	DD	NA	NA
AT5G51470	DD	NA	NA
AT5G51670	DD	NA	NA
AT5G51790	DD	bHLH	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT5G51850	DD	NA	NA
AT5G52250	DD	NA	NA
AT5G52290	DD	NA	NA
AT5G52860	DD	NA	NA
AT5G52930	DD	NA	NA
AT5G52940	DD	NA	NA
AT5G53020	DD	NA	NA
AT5G53380	DD	NA	NA
AT5G53550	DD	NA	NA
AT5G53660	DD	GRF	growth-regulating factor 7
AT5G53990	DD	NA	NA
AT5G54020	DD	NA	NA
AT5G54060	DD	NA	NA
AT5G54130	DD	NA	NA
AT5G54145	DD	NA	NA
AT5G54148	DD	NA	NA
AT5G54240	DD	NA	NA
AT5G54585	DD	NA	NA
AT5G55340	DD	NA	NA
AT5G55350	DD	NA	NA
AT5G55490	DD	NA	NA
AT5G55680	DD	NA	NA
AT5G55950	DD	NA	NA
AT5G56230	DD	NA	NA
AT5G56860	DD	GATA	GATA type zinc finger transcription factor family protein
AT5G57090	DD	NA	NA
AT5G57550	DD	NA	NA
AT5G57570	DD	NA	NA
AT5G57630	DD	NA	NA
AT5G57685	DD	NA	NA
AT5G58360	DD	NA	NA
AT5G59240	DD	NA	NA
AT5G59270	DD	NA	NA
AT5G59340	DD	WOX	WUSCHEL related homeobox 2
AT5G59350	DD	NA	NA
AT5G59430	DD	NA	NA
AT5G59670	DD	NA	NA
AT5G59990	DD	NA	NA
AT5G60330	DD	NA	NA
AT5G60440	DD	M-type_MADS	AGAMOUS-like 62
AT5G60760	DD	NA	NA
AT5G60780	DD	NA	NA
AT5G60900	DD	NA	NA
AT5G61350	DD	NA	NA
AT5G61420	DD	MYB_related	myb domain protein 28
AT5G61570	DD	NA	NA
AT5G61590	DD	ERF	Integrase-type DNA-binding superfamily protein
AT5G62220	DD	NA	NA
AT5G62330	DD	NA	NA
AT5G62850	DD	NA	NA
AT5G63580	DD	NA	NA
AT5G64490	DD	NA	NA
AT5G64530	DD	NAC	xylem NAC domain 1
AT5G64620	DD	NA	NA
AT5G64900	DD	NA	NA
AT5G65610	DD	NA	NA
AT5G65730	DD	NA	NA
AT5G65870	DD	NA	NA
AT5G66270	DD	NA	NA
AT5G66330	DD	NA	NA
AT5G66740	DD	NA	NA
AT5G66770	DD	GRAS	GRAS family transcription factor
AT5G66840	DD	NA	NA
AT5G66870	DD	LBD	ASYMMETRIC LEAVES 2-like 1
AT5G67090	DD	NA	NA
AT5G67160	DD	NA	NA
AT5G67180	DD	AP2	target of early activation tagged (EAT) 3
AT5G67390	DD	NA	NA
ATCG00020	DD	NA	NA
ATCG00490	DD	NA	NA
